Average Accuracy,18.31%
FirstGroup,Oracle,ExpandedFirstGroup,Accuracy,ElapsedTime
"HP:0030084, HP:0001156, HP:0009774, HP:0000935, HP:0008256, HP:0000044","HP:0000182, HP:0001188, HP:0003034, HP:0008221, HP:0009875, HP:0010413, HP:0010506","HP:0002813, HP:0000135, HP:0000080, HP:0000078, HP:0030084, HP:0011732, HP:0000044, HP:0100641, HP:0011297, HP:0001155, HP:0000834, HP:0040064, HP:0009774, HP:0005918, HP:0000924, HP:0000118, HP:0000119, HP:0011314, HP:0002817, HP:0001156, HP:0000935, HP:0008256, HP:0033127, HP:0011927, HP:0001167, HP:0000818, HP:0011842, HP:0100631, HP:0011844",0.0%,78.3915684223175
"HP:0010720, HP:0000347, HP:0011382, HP:0010655, HP:0009882","HP:0009148, HP:0010720, HP:0011382, HP:0011781, HP:0100120, HP:0100729","HP:0009118, HP:0009381, HP:0000347, HP:0011376, HP:0000929, HP:0000598, HP:0001155, HP:0000359, HP:0005930, HP:0006265, HP:0040064, HP:0001574, HP:0011138, HP:0011821, HP:0009882, HP:0000924, HP:0000118, HP:0011314, HP:0002817, HP:0031703, HP:0030791, HP:0000152, HP:0001167, HP:0010655, HP:0011382, HP:0011390, HP:0010720, HP:0001595, HP:0011380, HP:0000234, HP:0033127, HP:0011842, HP:0011844, HP:0000277",33.33%,77.95040464401245
"HP:0005930, HP:0001875, HP:0002120, HP:0008251, HP:0007418","HP:0001875, HP:0004768, HP:0006964, HP:0008251, HP:0100092","HP:0012639, HP:0007418, HP:0002120, HP:0011362, HP:0007369, HP:0005930, HP:0001875, HP:0001874, HP:0011772, HP:0001595, HP:0012443, HP:0000853, HP:0001574, HP:0002060, HP:0000924, HP:0000118, HP:0000818, HP:0011314, HP:0001596, HP:0011138, HP:0008251, HP:0011991, HP:0002059, HP:0000707, HP:0000820, HP:0001871, HP:0033127, HP:0001911, HP:0100547, HP:0010974, HP:0011842, HP:0001881, HP:0011844, HP:0002011",40.0%,44.01803398132324
"HP:0001320, HP:0100546, HP:0007705, HP:0010052, HP:0011120, HP:0001765","HP:0001119, HP:0002277, HP:0003154, HP:0007065, HP:0008441, HP:0010094, HP:0011120, HP:0100436","HP:0012639, HP:0034398, HP:0000481, HP:0010057, HP:0011282, HP:0000478, HP:0040064, HP:0025015, HP:0012443, HP:0012372, HP:0001760, HP:0011004, HP:0000118, HP:0100546, HP:0011120, HP:0004328, HP:0005105, HP:0000707, HP:0001626, HP:0002814, HP:0011283, HP:0002011, HP:0000271, HP:0001317, HP:0007360, HP:0010052, HP:0011119, HP:0001780, HP:0000366, HP:0033353, HP:0001320, HP:0001765, HP:0010938, HP:0005344, HP:0002597, HP:0000152, HP:0001321, HP:0007705, HP:0000234, HP:0001844",12.5%,86.78244209289551
"HP:0000871, HP:0002164, HP:0005914, HP:0000605, HP:0010655, HP:0000097, HP:0001510, HP:0002098, HP:0012378, HP:0001324","HP:0000605, HP:0000871, HP:0008653, HP:0009410, HP:0011815, HP:0100053, HP:0100797, HP:0200138","HP:0001507, HP:0000095, HP:0000549, HP:0011747, HP:0002795, HP:0012378, HP:0005916, HP:0001155, HP:0000478, HP:0040064, HP:0025142, HP:0000077, HP:0011138, HP:0003011, HP:0000118, HP:0031263, HP:0011314, HP:0011804, HP:0012373, HP:0012503, HP:0011035, HP:0000096, HP:0000864, HP:0002086, HP:0040075, HP:0000871, HP:0000496, HP:0000818, HP:0033127, HP:0011842, HP:0000605, HP:0002793, HP:0011844, HP:0002094, HP:0005914, HP:0001510, HP:0005922, HP:0005930, HP:0002098, HP:0000097, HP:0001324, HP:0000830, HP:0001597, HP:0001574, HP:0010935, HP:0012210, HP:0000924, HP:0000119, HP:0000079, HP:0002817, HP:0010655, HP:0002164",25.0%,112.79338693618774
"HP:0002301, HP:0000819, HP:0000853, HP:0001373, HP:0002205, HP:0005487, HP:0001864","HP:0000863, HP:0001373, HP:0005987, HP:0006538, HP:0010341, HP:0011223, HP:0012194, HP:0100237","HP:0002813, HP:0011442, HP:0002719, HP:0011772, HP:0004374, HP:0002493, HP:0002301, HP:0001863, HP:0001864, HP:0002715, HP:0000118, HP:0000819, HP:0000820, HP:0000707, HP:0012638, HP:0033127, HP:0005487, HP:0001367, HP:0000818, HP:0011842, HP:0000271, HP:0011844, HP:0030084, HP:0001373, HP:0010978, HP:0011297, HP:0010549, HP:0002205, HP:0000853, HP:0000924, HP:0032101, HP:0000152, HP:0005556, HP:0000290, HP:0000234",12.5%,70.00381731987
"HP:0006297, HP:0010194, HP:0008417, HP:0002797, HP:0000998, HP:0001081","HP:0002865, HP:0003204, HP:0006297, HP:0009633, HP:0010730, HP:0011980, HP:0012792, HP:0100472","HP:0000998, HP:0000925, HP:0011061, HP:0040064, HP:0006297, HP:0011138, HP:0001760, HP:0000118, HP:0005264, HP:0004297, HP:0010194, HP:0012437, HP:0033127, HP:0011842, HP:0002814, HP:0000271, HP:0000163, HP:0000153, HP:0002012, HP:0011362, HP:0003330, HP:0031816, HP:0010173, HP:0000164, HP:0006494, HP:0001081, HP:0001574, HP:0000924, HP:0009121, HP:0008417, HP:0025031, HP:0001392, HP:0002797, HP:0000152, HP:0003468, HP:0000682, HP:0001595, HP:0000234, HP:0008515",12.5%,86.64634490013123
"HP:0034398, HP:0001763, HP:0034274, HP:0010289, HP:0100646, HP:0001970, HP:0025188, HP:0011096, HP:0025238, HP:0001288, HP:0033400, HP:0000225, HP:0012378, HP:0000505","HP:0001763, HP:0001919, HP:0002592, HP:0003130, HP:0009094, HP:0011513, HP:0100411, HP:0100646","HP:0012639, HP:0034398, HP:0025032, HP:0001969, HP:0011830, HP:0012378, HP:0000478, HP:0011772, HP:0040064, HP:0000479, HP:0025142, HP:0003130, HP:0000077, HP:0012372, HP:0001760, HP:0000118, HP:0000091, HP:0012373, HP:0000820, HP:0001970, HP:0000234, HP:0000707, HP:0011843, HP:0000202, HP:0012514, HP:0033127, HP:0012638, HP:0000818, HP:0033400, HP:0012575, HP:0002814, HP:0000271, HP:0000163, HP:0000153, HP:0025238, HP:0001098, HP:0000168, HP:0011458, HP:0031816, HP:0012718, HP:0001288, HP:0010935, HP:0001780, HP:0008046, HP:0000504, HP:0012210, HP:0009763, HP:0011096, HP:0004329, HP:0000119, HP:0010289, HP:0034274, HP:0000079, HP:0000759, HP:0001763, HP:0000225, HP:0000152, HP:0002027, HP:0100022, HP:0100646, HP:0000505, HP:0025188, HP:0025031, HP:0011024",37.5%,131.32034730911255
"HP:0100012, HP:0034398, HP:0002414, HP:0012085, HP:0011001, HP:0001320, HP:0003074","HP:0002333, HP:0005665, HP:0006888, HP:0008255, HP:0010568, HP:0100097, HP:0100586","HP:0012639, HP:0034398, HP:0011014, HP:0003110, HP:0011001, HP:0011282, HP:0002664, HP:0040064, HP:0012443, HP:0001760, HP:0000118, HP:0100012, HP:0000707, HP:0011015, HP:0033127, HP:0002414, HP:0011842, HP:0011793, HP:0004348, HP:0002814, HP:0002011, HP:0011283, HP:0001939, HP:0001317, HP:0012085, HP:0012337, HP:0007360, HP:0003330, HP:0003074, HP:0001780, HP:0012614, HP:0000924, HP:0001320, HP:0010301, HP:0001321, HP:0002143, HP:0011849",0.0%,68.93938994407654
"HP:0004367, HP:0002615, HP:0008188, HP:0000939, HP:0001760, HP:0000124","HP:0002632, HP:0003655, HP:0004499, HP:0004732, HP:0005625, HP:0010631, HP:0011036, HP:0011772","HP:0011025, HP:0003330, HP:0002814, HP:0011772, HP:0008188, HP:0012211, HP:0002615, HP:0040064, HP:0010935, HP:0000077, HP:0001760, HP:0004349, HP:0000924, HP:0000118, HP:0000119, HP:0000079, HP:0030972, HP:0000820, HP:0004367, HP:0000939, HP:0000124, HP:0033127, HP:0000818, HP:0011842, HP:0001626, HP:0004348, HP:0011849",12.5%,82.31015491485596
"HP:0200039, HP:0001385, HP:0000133, HP:0000498, HP:0008462, HP:0012848, HP:0001822, HP:0000013, HP:0000786","HP:0000999, HP:0001128, HP:0006499, HP:0008193, HP:0008462, HP:0010088, HP:0012851","HP:0008462, HP:0000925, HP:0002244, HP:0012243, HP:0000812, HP:0000008, HP:0000133, HP:0040064, HP:0000951, HP:0030669, HP:0000141, HP:0001760, HP:0001822, HP:0002242, HP:0000118, HP:0200039, HP:0010051, HP:0000315, HP:0033127, HP:0011123, HP:0000130, HP:0011842, HP:0002814, HP:0000271, HP:0011844, HP:0008684, HP:0000140, HP:0011122, HP:0000080, HP:0032039, HP:0000078, HP:0012718, HP:0000498, HP:0001385, HP:0001780, HP:0001574, HP:0000013, HP:0003272, HP:0005881, HP:0030012, HP:0000924, HP:0009121, HP:0000119, HP:0002644, HP:0000152, HP:0000492, HP:0012848, HP:0000786, HP:0000234, HP:0025031, HP:0001844, HP:0011024",14.29%,94.5669047832489
"HP:0034398, HP:0002999, HP:0100646, HP:0001288, HP:0001376","HP:0003771, HP:0006397, HP:0010188, HP:0100646","HP:0034398, HP:0011729, HP:0003045, HP:0001376, HP:0011772, HP:0001288, HP:0040064, HP:0001780, HP:0001760, HP:0034430, HP:0002999, HP:0000118, HP:0000924, HP:0002815, HP:0034669, HP:0000820, HP:0000707, HP:0011843, HP:0012638, HP:0033127, HP:0100022, HP:0001367, HP:0000818, HP:0011842, HP:0100646, HP:0002814, HP:0100491",25.0%,65.11395072937012
"HP:0001250, HP:0000499, HP:0005924, HP:0005924, HP:0000835, HP:0000580, HP:0004054, HP:0000843","HP:0000828, HP:0004223, HP:0007665, HP:0007894, HP:0008216, HP:0010247, HP:0011097, HP:0100942","HP:0000580, HP:0007703, HP:0011732, HP:0011001, HP:0000478, HP:0000834, HP:0040064, HP:0000479, HP:0030669, HP:0012372, HP:0000118, HP:0005924, HP:0000707, HP:0000828, HP:0012638, HP:0000315, HP:0033127, HP:0000818, HP:0011842, HP:0000835, HP:0004348, HP:0000271, HP:0000843, HP:0001250, HP:0001098, HP:0011767, HP:0032039, HP:0003330, HP:0000499, HP:0004054, HP:0004329, HP:0000924, HP:0002817, HP:0000152, HP:0000492, HP:0003839, HP:0000234, HP:0011849",12.5%,73.58008646965027
"HP:0001558, HP:0034398, HP:0000479, HP:0011925, HP:0000579","HP:0000579, HP:0001989, HP:0003292, HP:0007917, HP:0008051, HP:0010413, HP:0010417, HP:0011923","HP:0001939, HP:0001098, HP:0034398, HP:0032039, HP:0034057, HP:0001197, HP:0011017, HP:0034059, HP:0001558, HP:0000478, HP:0003287, HP:0000614, HP:0011481, HP:0040064, HP:0000479, HP:0001780, HP:0030669, HP:0012372, HP:0001760, HP:0004329, HP:0000118, HP:0000579, HP:0011925, HP:0001557, HP:0012103, HP:0000152, HP:0000315, HP:0008972, HP:0000234, HP:0011922, HP:0002814, HP:0000271",12.5%,70.86330604553223
"HP:0000256, HP:0001780, HP:0000738, HP:0025575, HP:0000843, HP:0000773, HP:0009164","HP:0000337, HP:0000738, HP:0000843, HP:0003354, HP:0006067, HP:0006615, HP:0011685, HP:0100407","HP:0009164, HP:0006712, HP:0000240, HP:0040194, HP:0005345, HP:0000929, HP:0003019, HP:0040064, HP:0025015, HP:0025575, HP:0001760, HP:0000118, HP:0000707, HP:0000828, HP:0009810, HP:0012638, HP:0033127, HP:0001626, HP:0000818, HP:0000738, HP:0011842, HP:0002814, HP:0000765, HP:0000843, HP:0001367, HP:0011767, HP:0011446, HP:0001780, HP:0000256, HP:0006257, HP:0000772, HP:0033353, HP:0000924, HP:0009121, HP:0002624, HP:5200423, HP:0002597, HP:0000152, HP:0001547, HP:0000234, HP:0000773, HP:0001191",25.0%,76.65934348106384
"HP:0009121, HP:0005873, HP:0006349, HP:0002910","HP:0002472, HP:0002910, HP:0009121, HP:0010084, HP:0011788, HP:0012225","HP:0000153, HP:0001939, HP:0031816, HP:0000164, HP:0006349, HP:0009804, HP:0040064, HP:0001780, HP:0005873, HP:0006483, HP:0430135, HP:0001760, HP:0000924, HP:0009121, HP:0000118, HP:0001829, HP:0002910, HP:0012379, HP:0000152, HP:0034684, HP:0001841, HP:0033127, HP:0011842, HP:0000234, HP:0002814, HP:0000271, HP:0000163",33.33%,58.594963788986206
"HP:0000961, HP:0005547, HP:0010565, HP:0003118, HP:0010442, HP:0001650, HP:0010807","HP:0001063, HP:0001650, HP:0005534, HP:0009250, HP:0010340, HP:0010807, HP:0012030, HP:0012840","HP:0002813, HP:0011025, HP:0031653, HP:0002795, HP:0010565, HP:0031652, HP:0000834, HP:0012252, HP:0000951, HP:0000118, HP:0003118, HP:0002086, HP:0000692, HP:0000234, HP:0001871, HP:0002717, HP:0005483, HP:0033127, HP:0000818, HP:0011842, HP:0001626, HP:0001881, HP:0011844, HP:0000271, HP:0000163, HP:0001600, HP:0000153, HP:0005547, HP:0031816, HP:0011733, HP:0011297, HP:0000164, HP:0010807, HP:0001005, HP:0001574, HP:0025423, HP:0010442, HP:0000924, HP:0000152, HP:0011354, HP:0002087, HP:0001650, HP:0000961, HP:0011121, HP:0001909",25.0%,61.25177478790283
"HP:0100259, HP:0002721, HP:0000859, HP:0000324, HP:0000763, HP:0010312, HP:0000822, HP:0000819","HP:0000719, HP:0000763, HP:0001555, HP:0002717, HP:0010193, HP:0010987, HP:0011332, HP:0012317","HP:0000769, HP:0100259, HP:0002813, HP:0010312, HP:0009830, HP:0011025, HP:0031093, HP:0002721, HP:0011297, HP:0010978, HP:0000763, HP:0000859, HP:0032263, HP:0000847, HP:0001626, HP:0010442, HP:0000924, HP:0000118, HP:0002715, HP:0030972, HP:0000819, HP:0001999, HP:0000707, HP:0000152, HP:0000271, HP:0012638, HP:0000822, HP:0033127, HP:0000324, HP:0000818, HP:0011842, HP:0000234, HP:0040085, HP:0011844",12.5%,86.5391891002655
"HP:0001746, HP:0011537, HP:0008255, HP:0001929, HP:0025736, HP:0000324, HP:0000130, HP:0001156","HP:0000130, HP:0001579, HP:0001929, HP:0008255, HP:0009832, HP:0011537, HP:0100440, HP:3000018","HP:0001743, HP:0002813, HP:0025736, HP:0000857, HP:0012243, HP:0011537, HP:0003256, HP:0000812, HP:0000008, HP:0010451, HP:0000118, HP:0000831, HP:0011314, HP:0008255, HP:0000819, HP:0001928, HP:0005120, HP:0001871, HP:0033127, HP:0001929, HP:0000324, HP:0001626, HP:0000818, HP:0000130, HP:0011842, HP:0001746, HP:0000271, HP:0011844, HP:0002012, HP:0010989, HP:0000078, HP:0011297, HP:0011535, HP:0025408, HP:0001627, HP:0000924, HP:0030680, HP:0000119, HP:0001156, HP:0001999, HP:0000152, HP:0011927, HP:0000234, HP:0025031",50.0%,91.7916042804718
"HP:0000407, HP:0001324, HP:0002619, HP:0000135, HP:0000581, HP:0002656","HP:0000407, HP:0002619, HP:0008050, HP:0008226, HP:0009037, HP:0100116","HP:0000135, HP:0002652, HP:0000080, HP:0032039, HP:0000078, HP:0031704, HP:0000598, HP:0001324, HP:0000365, HP:0025015, HP:0005293, HP:0033353, HP:0003011, HP:0030669, HP:0000924, HP:0000118, HP:0011804, HP:0000581, HP:0000119, HP:0002624, HP:0002597, HP:0000152, HP:0000492, HP:0002619, HP:0000315, HP:0033127, HP:0008050, HP:0002656, HP:0001626, HP:0000364, HP:0000234, HP:0200007, HP:0011842, HP:0000271, HP:0000407",50.0%,36.95241451263428
"HP:0046505, HP:0025238, HP:0001999, HP:0002689, HP:0002797, HP:0001156, HP:0004209, HP:0002656","HP:0000295, HP:0002689, HP:0009187, HP:0009492, HP:0009833, HP:0010245, HP:0010351, HP:0100733","HP:0002813, HP:0002795, HP:0001155, HP:0002689, HP:0012252, HP:0040064, HP:0004097, HP:0000118, HP:0004209, HP:0002086, HP:0009179, HP:0011843, HP:0012513, HP:0012514, HP:0001167, HP:0033127, HP:0011842, HP:0005453, HP:0011844, HP:0000271, HP:0025238, HP:0002652, HP:0000245, HP:0003330, HP:0046505, HP:0011297, HP:0009763, HP:0009120, HP:0000924, HP:0002817, HP:0001156, HP:0001999, HP:0002797, HP:0000152, HP:0002087, HP:0011927, HP:0002656, HP:0000234",12.5%,131.22384905815125
"HP:0004348, HP:0011069, HP:0003282, HP:0000846","HP:0006332, HP:0008161, HP:0010675, HP:0011731","HP:0000153, HP:0001939, HP:0004379, HP:0003330, HP:0031816, HP:0011733, HP:0000164, HP:0000834, HP:0006483, HP:0000924, HP:0000118, HP:0011069, HP:0012379, HP:0003282, HP:0000152, HP:0034684, HP:0000846, HP:0033127, HP:0000818, HP:0011842, HP:0000234, HP:0004348, HP:0000271, HP:0011849, HP:0000163",0.0%,39.01232290267944
"HP:0000836, HP:0011394, HP:0034398, HP:0009777, HP:0000377, HP:0009804","HP:0000394, HP:0005265, HP:0009777, HP:0011053, HP:0011377, HP:0011510, HP:0011782, HP:0100062","HP:0000153, HP:0034398, HP:0000836, HP:0000163, HP:0031816, HP:0000598, HP:0001155, HP:0000164, HP:0009777, HP:0009804, HP:0011391, HP:0040064, HP:0001780, HP:0011394, HP:0006265, HP:0006483, HP:0001760, HP:0000118, HP:0002817, HP:0000356, HP:0031703, HP:0000820, HP:0000377, HP:0000152, HP:0009380, HP:0001167, HP:0011390, HP:0000818, HP:0000359, HP:0000234, HP:0002926, HP:0002814, HP:0000271, HP:0011392",12.5%,81.3382248878479
"HP:0012514, HP:0000230, HP:0002666, HP:0001156, HP:0025259, HP:0000280, HP:0011896, HP:0009775","HP:0000166, HP:0001377, HP:0008509, HP:0009284, HP:0010495, HP:0011896, HP:0100642","HP:0012639, HP:0002813, HP:0100007, HP:0011729, HP:0025259, HP:0011896, HP:0011830, HP:0001376, HP:0001892, HP:0011029, HP:0000118, HP:0001194, HP:0000707, HP:0011843, HP:0000280, HP:0001871, HP:0012514, HP:0033127, HP:0011842, HP:0011844, HP:0000271, HP:0000230, HP:0000163, HP:0000153, HP:0000168, HP:0001197, HP:0009775, HP:0031816, HP:0001387, HP:0011297, HP:0009763, HP:0034430, HP:0000924, HP:0011409, HP:0000759, HP:0001156, HP:0011885, HP:0001999, HP:0000152, HP:0100634, HP:0011927, HP:0002666, HP:0000234",14.29%,67.42515277862549
"HP:0025388, HP:0001829, HP:0030853, HP:0002866, HP:0012905, HP:0003236","HP:0003363, HP:0008794, HP:0010211, HP:0011774, HP:0012544, HP:0012905, HP:0100808","HP:0001507, HP:0001939, HP:0011844, HP:0032180, HP:0025388, HP:0032039, HP:0012905, HP:0002867, HP:0040081, HP:0011772, HP:0000946, HP:0040064, HP:0001780, HP:0030669, HP:0003272, HP:0001760, HP:0000924, HP:0000118, HP:0001829, HP:0000820, HP:0002644, HP:0000152, HP:0000492, HP:0000234, HP:0000271, HP:0010876, HP:0000315, HP:0033127, HP:0030853, HP:0000818, HP:0003236, HP:0011842, HP:0002814, HP:0002866, HP:0011021",14.29%,68.37961959838867
"HP:0011098, HP:0008256, HP:0004054, HP:0006482, HP:0008609, HP:0011218, HP:0034398","HP:0000348, HP:0004695, HP:0006339, HP:0007301, HP:0008231, HP:0009897, HP:0010342, HP:0100577","HP:0034398, HP:0011442, HP:0011218, HP:0011732, HP:0008609, HP:0002186, HP:0011001, HP:0100641, HP:0000929, HP:0000598, HP:0006482, HP:0000834, HP:0040064, HP:0001760, HP:0000118, HP:0031703, HP:0000707, HP:0000370, HP:0012638, HP:0008256, HP:0033127, HP:0000818, HP:0011842, HP:0002683, HP:0004348, HP:0000271, HP:0002814, HP:0000163, HP:0000153, HP:0003330, HP:0031816, HP:0000164, HP:0001780, HP:0004054, HP:0011098, HP:0430000, HP:0000924, HP:0000152, HP:0000234, HP:0100631, HP:0011849",0.0%,98.63503050804138
"HP:0000823, HP:0005743, HP:0003040, HP:0001034, HP:0003256, HP:0002637","HP:0000988, HP:0003040, HP:0008169, HP:0008373, HP:0009928, HP:0012518, HP:0100061, HP:0100749","HP:0001507, HP:0003366, HP:0002813, HP:0003256, HP:0001510, HP:0001000, HP:0025323, HP:0001034, HP:0005743, HP:0000951, HP:0001574, HP:0000823, HP:0000118, HP:0000924, HP:0010574, HP:0007400, HP:0011121, HP:0000953, HP:0030163, HP:0040069, HP:0001928, HP:0002597, HP:0003040, HP:0002637, HP:0002823, HP:0001871, HP:0033401, HP:0033127, HP:0001367, HP:0001626, HP:0011842, HP:0003368, HP:0011844",12.5%,63.89624571800232
"HP:0001156, HP:0000998, HP:0002181, HP:0000822, HP:0000518","HP:0000238, HP:0002224, HP:0002788, HP:0004689, HP:0007976, HP:0009292, HP:0011241, HP:0011741","HP:0011032, HP:0000998, HP:0002813, HP:0012337, HP:0001939, HP:0011025, HP:0011362, HP:0011297, HP:0000478, HP:0002181, HP:0032263, HP:0001574, HP:0012372, HP:0011138, HP:0000924, HP:0000118, HP:0004328, HP:0001156, HP:0000518, HP:0030972, HP:0000517, HP:0000822, HP:0033127, HP:0011927, HP:0001595, HP:0011842, HP:0001626, HP:0011844, HP:0000969",0.0%,58.34081506729126
"HP:0002059, HP:0100030, HP:0001627, HP:0002777, HP:0009804","HP:0002564, HP:0007058, HP:0010420, HP:0010723, HP:0011053, HP:0100029, HP:0100682","HP:0012639, HP:0000153, HP:0031816, HP:0002795, HP:0002777, HP:0007369, HP:0000164, HP:0011772, HP:0008188, HP:0009804, HP:0012252, HP:0006483, HP:0012443, HP:0001627, HP:0002060, HP:0005607, HP:0000118, HP:0030680, HP:0002778, HP:0100028, HP:0002086, HP:0100030, HP:0000820, HP:0002059, HP:0000707, HP:0000152, HP:0000234, HP:0100547, HP:0000818, HP:0001626, HP:0000271, HP:0002011, HP:0000163",0.0%,68.96342778205872
"HP:0004437, HP:0001841, HP:0011987, HP:0003025","HP:0000852, HP:0001841, HP:0002764, HP:0004040, HP:0005323, HP:0012367","HP:0011987, HP:0002813, HP:0011844, HP:0000944, HP:0003330, HP:0011986, HP:0000929, HP:0040064, HP:0001780, HP:0001760, HP:0000924, HP:0000118, HP:0001829, HP:0000234, HP:0000152, HP:0001841, HP:0004437, HP:0033127, HP:0011842, HP:0002683, HP:0002814, HP:0003025, HP:0011849",16.67%,64.71396780014038
"HP:0000778, HP:0041147, HP:0009771, HP:0000716, HP:0000366, HP:0100250, HP:0010442","HP:0000447, HP:0000745, HP:0003357, HP:0004287, HP:0007886, HP:0010142, HP:0100250, HP:0100411","HP:0012639, HP:0002813, HP:0000778, HP:0025736, HP:0025766, HP:0000745, HP:0009771, HP:0001155, HP:0041147, HP:0040064, HP:0100250, HP:0010515, HP:0000118, HP:0011314, HP:0000707, HP:0012638, HP:0001167, HP:0033127, HP:0000818, HP:0011842, HP:0000777, HP:0000271, HP:0002011, HP:0011844, HP:0000716, HP:0011446, HP:0010651, HP:0011297, HP:0000366, HP:0005918, HP:0010442, HP:0000924, HP:0002817, HP:0025780, HP:0000152, HP:0000234",25.0%,77.8953161239624
"HP:0008202, HP:0012877, HP:0006297, HP:0001864, HP:0001156, HP:0002632, HP:0002656","HP:0002632, HP:0002656, HP:0006118, HP:0006282, HP:0008202, HP:0012877, HP:0100342","HP:0002813, HP:0011025, HP:0011747, HP:0011061, HP:0002615, HP:0040086, HP:0006297, HP:0001863, HP:0001864, HP:0000118, HP:0002632, HP:0012503, HP:0030972, HP:0000864, HP:0040075, HP:0033127, HP:0000818, HP:0011842, HP:0001626, HP:0000271, HP:0011844, HP:0000163, HP:0000153, HP:0012874, HP:0002652, HP:0000080, HP:0000078, HP:0030084, HP:0031816, HP:0011297, HP:0000164, HP:0000830, HP:0012875, HP:0000924, HP:0000119, HP:0012877, HP:0001156, HP:0008202, HP:0000152, HP:0000682, HP:0002656, HP:0011927, HP:0000234",57.14%,72.62749171257019
"HP:0000853, HP:0001500, HP:0000243, HP:0008839, HP:0007703, HP:0002910","HP:0000325, HP:0000946, HP:0002724, HP:0007658, HP:0009558, HP:0009798, HP:0010073, HP:0012555","HP:0001939, HP:0001098, HP:0000243, HP:0007703, HP:0000929, HP:0001155, HP:0001500, HP:0011772, HP:0000478, HP:0040064, HP:0000479, HP:0009103, HP:0000853, HP:0012372, HP:0430135, HP:0000924, HP:0000118, HP:0004329, HP:0002910, HP:0002817, HP:0012379, HP:0002683, HP:0000820, HP:0002644, HP:0000152, HP:0034684, HP:0001167, HP:0033127, HP:0008839, HP:0000818, HP:0011842, HP:0000234, HP:0011844",0.0%,80.04898190498352
"HP:0003477, HP:0006482, HP:0000846, HP:0002967, HP:0005905, HP:0002149, HP:0012378, HP:0001324, HP:0002321","HP:0000473, HP:0003874, HP:0006482, HP:0006903, HP:0010142, HP:0011737, HP:0011814","HP:0012639, HP:0000925, HP:0005905, HP:0031704, HP:0012378, HP:0000598, HP:0011389, HP:0006482, HP:0000834, HP:0025142, HP:0003011, HP:0004364, HP:0000118, HP:0011804, HP:0000764, HP:0000707, HP:0001751, HP:0009810, HP:0033127, HP:0000818, HP:0001367, HP:0011842, HP:0000271, HP:0000163, HP:0000153, HP:0001939, HP:0032180, HP:0031816, HP:0003477, HP:0011733, HP:0000164, HP:0430071, HP:0001324, HP:0009811, HP:0002321, HP:0000924, HP:0009121, HP:0000759, HP:0002149, HP:0000152, HP:0010674, HP:0000846, HP:0002157, HP:0000234, HP:0002967",14.29%,86.88881015777588
"HP:0009004, HP:0005930, HP:0006638, HP:0000187, HP:0002797","HP:0000187, HP:0002893, HP:0006638, HP:0009508, HP:0011959, HP:0100457","HP:0000153, HP:0001460, HP:0030236, HP:0003330, HP:0031816, HP:0005930, HP:0006477, HP:0000889, HP:0003011, HP:0000924, HP:0000118, HP:0011805, HP:0011314, HP:0009121, HP:0006710, HP:0006638, HP:0002797, HP:0000152, HP:0000271, HP:0000187, HP:0033127, HP:0000765, HP:0011842, HP:0000234, HP:0011844, HP:0009004, HP:0000163",33.33%,70.181227684021
"HP:0000541, HP:0008151, HP:0009830, HP:0000093, HP:0002353, HP:0000356, HP:0000612","HP:0001088, HP:0003445, HP:0005102, HP:0005542, HP:0008362, HP:0011287, HP:0012231, HP:0012596","HP:0001939, HP:0001098, HP:0003110, HP:0020129, HP:0000541, HP:0003256, HP:0000598, HP:0000478, HP:0030178, HP:0012200, HP:0001311, HP:0000479, HP:0032199, HP:0012372, HP:0004329, HP:0000118, HP:0000553, HP:0000356, HP:0033354, HP:0000612, HP:0001928, HP:0031703, HP:0000707, HP:0000525, HP:0000093, HP:0001871, HP:0012638, HP:0008151, HP:0009830, HP:0002353",0.0%,67.66859126091003
"HP:0002656, HP:0001156, HP:0009916, HP:0000211, HP:0005600","HP:0003898, HP:0006449, HP:0007481, HP:0009916, HP:0010109, HP:0010906, HP:0012313, HP:0012901","HP:0002813, HP:0002652, HP:0000929, HP:0001000, HP:0011297, HP:0000478, HP:0000995, HP:0000951, HP:0009916, HP:0012372, HP:0001574, HP:0011821, HP:0000924, HP:0000118, HP:0000553, HP:0011121, HP:0001156, HP:0000615, HP:0030791, HP:0000234, HP:0000525, HP:0000152, HP:0033127, HP:0011927, HP:0002656, HP:0011842, HP:0000211, HP:0011844, HP:0005600, HP:0000277",12.5%,94.17235207557678
"HP:0003077, HP:0005930, HP:0011886, HP:0002464","HP:0002464, HP:0002669, HP:0003077, HP:0009489, HP:0012122","HP:0001939, HP:0032180, HP:0001276, HP:0011886, HP:0003077, HP:0005930, HP:0430071, HP:0001892, HP:0011029, HP:0001257, HP:0003011, HP:0003808, HP:0000924, HP:0000118, HP:0011804, HP:0011314, HP:0002464, HP:0011885, HP:0001871, HP:0033127, HP:0011842, HP:0003119, HP:0011844",40.0%,45.03440189361572
